"cond" "sub" "item" "lag" "resp"
1 29 83 -78.2718041392367 1
1 49 83 -213.271804139237 5
1 24 83 185.728195860763 5
0 37 83 0 1
0 87 83 0 0
1 60 83 -188.271804139237 5
1 33 83 -245.271804139237 4
0 22 83 0 2
0 65 83 0 4
0 95 83 0 1
1 91 83 -106.271804139237 5
1 78 83 11.7281958607633 2
1 53 83 213.728195860763 1
0 10 83 0 2
1 96 83 -82.2718041392367 1
0 57 83 0 0
0 5 83 0 2
0 41 83 0 3
1 74 83 142.728195860763 5
0 82 83 0 0
1 79 83 -95.2718041392367 2
1 27 83 15.7281958607633 4
1 20 83 -81.2718041392367 1
0 16 83 0 4
1 66 83 70.7281958607633 5
0 67 83 0 5
1 46 83 116.728195860763 3
0 30 83 0 4
1 51 83 169.728195860763 5
0 36 83 0 1
0 71 83 0 1
1 86 83 47.7281958607633 5
0 6 83 0 2
1 59 83 151.728195860763 4
0 89 83 0 0
1 21 83 18.7281958607633 5
0 15 83 0 1
1 38 83 -40.2718041392367 4
0 3 83 0 1
0 50 83 0 1
0 93 83 0 3
1 64 83 -115.271804139237 3
0 76 83 0 2
0 63 83 0 3
0 88 83 0 3
1 31 83 62.7281958607633 5
1 40 83 94.7281958607633 0
1 0 83 -178.271804139237 3
1 28 83 200.728195860763 2
0 77 83 0 2
1 81 83 10.7281958607633 3
0 4 83 0 2
1 14 83 -244.271804139237 5
1 18 83 -118.271804139237 0
0 73 83 0 0
0 13 83 0 0
0 19 83 0 1
1 35 83 -50.2718041392367 0
1 92 83 -99.2718041392367 4
0 43 83 0 5
1 61 83 -87.2718041392367 5
0 62 83 0 1
1 42 83 -123.271804139237 5
0 90 83 0 1
1 7 83 -171.271804139237 3
0 83 83 0 3
1 72 83 18.7281958607633 2
0 1 83 0 5
0 32 83 0 1
1 12 83 20.7281958607633 2
0 2 83 0 1
1 56 83 -143.271804139237 5
0 47 83 0 2
1 23 83 -162.271804139237 5
1 45 83 93.7281958607633 3
1 25 83 -165.271804139237 3
1 84 83 104.728195860763 5
0 48 83 0 4
1 68 83 27.7281958607633 5
0 9 83 0 1
0 44 83 0 2
1 26 83 -32.2718041392367 3
1 75 83 -108.271804139237 5
0 39 83 0 1
1 80 83 -61.2718041392367 2
1 58 83 157.728195860763 2
0 34 83 0 0
0 8 83 0 2
1 55 83 9.72819586076332 4
0 85 83 0 2
1 46 84 -309.271804139237 5
1 70 84 183.728195860763 4
0 61 84 0 0
0 73 84 0 0
0 26 84 0 2
0 45 84 0 2
1 9 84 195.728195860763 5
1 71 84 232.728195860763 5
0 51 84 0 4
0 10 84 0 5
0 91 84 0 3
0 27 84 0 1
0 78 84 0 0
0 25 84 0 1
0 33 84 0 0
0 93 84 0 0
1 52 84 118.728195860763 5
0 96 84 0 1
1 65 84 238.728195860763 5
0 84 84 0 1
0 39 84 0 1
1 7 84 250.728195860763 5
0 67 84 0 1
0 81 84 0 2
0 95 84 0 5
1 43 84 -191.271804139237 5
1 40 84 -239.271804139237 5
1 17 84 115.728195860763 2
1 35 84 -113.271804139237 0
1 68 84 -167.271804139237 5
1 80 84 -106.271804139237 5
0 23 84 0 0
1 63 84 -118.271804139237 5
0 90 84 0 4
0 13 84 0 0
1 24 84 126.728195860763 5
0 8 84 0 1
0 30 84 0 0
0 28 84 0 3
0 77 84 0 0
1 12 84 -278.271804139237 5
0 76 84 0 0
1 2 84 -219.271804139237 5
1 49 84 112.728195860763 5
0 34 84 0 1
1 87 84 -172.271804139237 0
0 64 84 0 2
0 69 84 0 2
0 44 84 0 4
0 92 84 0 1
1 0 84 -256.271804139237 5
1 22 84 59.7281958607633 4
0 14 84 0 4
1 59 84 -0.271804139236679 2
0 62 84 0 2
1 79 84 291.728195860763 3
0 83 84 0 2
1 21 84 245.728195860763 3
1 82 84 -17.2718041392367 5
0 86 84 0 1
0 19 84 0 1
1 4 84 335.728195860763 4
1 6 84 60.7281958607633 5
0 88 84 0 4
1 48 84 127.728195860763 2
1 41 84 259.728195860763 4
0 56 84 0 5
0 18 84 0 1
1 11 84 -96.2718041392367 5
0 94 84 0 2
0 74 84 0 0
0 72 84 0 2
0 37 84 0 3
0 60 84 0 4
1 1 84 -219.271804139237 5
1 42 84 -184.271804139237 5
1 15 84 9.72819586076332 4
1 5 84 -124.271804139237 4
1 50 84 63.7281958607633 2
1 54 84 3.72819586076332 4
0 75 84 0 3
1 20 84 9.72819586076332 5
1 36 84 -56.2718041392367 4
1 85 84 -13.2718041392367 4
1 3 84 335.728195860763 5
0 58 84 0 1
0 53 84 0 0
1 66 84 -92.2718041392367 1
0 47 84 0 2
0 89 84 0 1
0 32 84 0 2
1 29 84 105.728195860763 4
0 16 84 0 2
1 31 84 93.7281958607633 4
0 57 84 0 0
1 38 84 81.7281958607633 4
0 55 84 0 1
0 85 85 0 2
0 17 85 0 1
0 55 85 0 0
1 3 85 -130.271804139237 3
1 50 85 -102.271804139237 5
0 23 85 0 0
1 58 85 -179.271804139237 1
1 74 85 -241.271804139237 5
1 96 85 -123.271804139237 1
0 0 85 0 2
1 14 85 -158.271804139237 0
1 10 85 210.728195860763 4
0 6 85 0 1
1 35 85 87.7281958607633 3
0 42 85 0 2
1 71 85 -75.2718041392367 5
1 4 85 -130.271804139237 2
0 47 85 0 0
1 36 85 197.728195860763 3
0 7 85 0 0
1 38 85 20.7281958607633 1
0 65 85 0 2
1 73 85 -82.2718041392367 2
0 25 85 0 1
1 8 85 -221.271804139237 3
0 27 85 0 1
1 70 85 -201.271804139237 5
1 59 85 -314.271804139237 5
1 28 85 82.7281958607633 3
0 69 85 0 1
1 91 85 32.7281958607633 1
0 18 85 0 1
1 44 85 1.72819586076332 5
0 11 85 0 1
1 41 85 -217.271804139237 5
0 22 85 0 2
0 54 85 0 0
0 66 85 0 1
0 64 85 0 3
1 90 85 -154.271804139237 2
0 80 85 0 0
1 79 85 238.728195860763 3
0 21 85 0 0
1 72 85 177.728195860763 3
0 62 85 0 1
1 88 85 280.728195860763 4
1 16 85 4.72819586076332 4
0 83 85 0 2
1 20 85 -163.271804139237 0
1 67 85 57.7281958607633 3
1 30 85 50.7281958607633 4
0 94 85 0 1
1 51 85 151.728195860763 2
0 48 85 0 3
0 1 85 0 1
1 92 85 129.728195860763 5
0 57 85 0 0
1 40 85 -210.271804139237 5
1 43 85 -89.2718041392367 5
0 12 85 0 1
0 81 85 0 1
1 31 85 9.72819586076332 4
1 9 85 -215.271804139237 1
1 53 85 39.7281958607633 0
1 87 85 120.728195860763 1
0 32 85 0 0
1 5 85 69.7281958607633 4
0 49 85 0 0
1 89 85 -94.2718041392367 3
1 15 85 -86.2718041392367 2
0 56 85 0 0
0 19 85 0 0
1 34 85 -155.271804139237 1
0 61 85 0 0
1 77 85 43.7281958607633 2
0 29 85 0 0
0 37 85 0 0
0 86 85 0 0
0 33 85 0 2
1 60 85 -334.271804139237 5
1 78 85 -43.2718041392367 3
0 75 85 0 5
1 76 85 -7.27180413923668 5
0 95 85 0 0
1 63 85 -173.271804139237 1
0 93 85 0 0
0 52 85 0 2
1 68 85 107.728195860763 3
0 46 85 0 2
0 84 85 0 1
1 39 85 143.728195860763 1
0 45 85 0 2
1 82 85 60.7281958607633 5
0 24 85 0 1
0 26 85 0 1
0 2 85 0 1
0 13 85 0 0
0 6 86 0 0
1 67 86 0.728195860763321 0
1 53 86 241.728195860763 0
0 55 86 0 1
1 25 86 -51.2718041392367 3
1 78 86 -259.271804139237 5
1 11 86 -147.271804139237 0
1 69 86 -11.2718041392367 0
1 27 86 -210.271804139237 2
1 73 86 148.728195860763 0
1 29 86 -53.2718041392367 3
0 64 86 0 3
0 39 86 0 1
0 44 86 0 1
0 13 86 0 5
0 76 86 0 5
0 94 86 0 2
0 10 86 0 4
1 35 86 -86.2718041392367 1
0 12 86 0 1
0 34 86 0 0
0 1 86 0 5
0 30 86 0 1
0 2 86 0 0
1 62 86 207.728195860763 3
0 9 86 0 0
0 37 86 0 2
0 95 86 0 5
0 54 86 0 2
1 43 86 -132.271804139237 4
0 46 86 0 2
0 8 86 0 1
0 60 86 0 0
1 74 86 -326.271804139237 5
1 32 86 291.728195860763 3
0 81 86 0 1
1 70 86 20.7281958607633 5
0 71 86 0 1
1 50 86 173.728195860763 5
1 63 86 261.728195860763 5
1 86 86 171.728195860763 1
0 47 86 0 0
0 36 86 0 0
0 19 86 0 0
0 17 86 0 2
1 33 86 -193.271804139237 5
0 24 86 0 0
1 52 86 112.728195860763 1
0 83 86 0 0
0 84 86 0 0
0 56 86 0 0
1 21 86 234.728195860763 5
0 48 86 0 1
0 79 86 0 1
1 15 86 -103.271804139237 5
0 82 86 0 0
1 91 86 126.728195860763 4
0 51 86 0 0
1 65 86 -269.271804139237 5
0 5 86 0 2
0 89 86 0 2
0 68 86 0 5
1 3 86 90.7281958607633 5
0 90 86 0 1
1 49 86 146.728195860763 5
0 7 86 0 1
1 66 86 -126.271804139237 5
1 45 86 -222.271804139237 5
0 22 86 0 0
0 38 86 0 0
0 77 86 0 0
1 26 86 96.7281958607633 2
0 14 86 0 5
0 31 86 0 0
1 61 86 -18.2718041392367 0
0 16 86 0 2
1 88 86 -132.271804139237 1
1 57 86 -41.2718041392367 5
0 42 86 0 0
0 72 86 0 1
1 96 86 -19.2718041392367 1
1 18 86 -87.2718041392367 5
1 40 86 188.728195860763 2
0 0 86 0 2
1 92 86 -90.2718041392367 2
0 75 86 0 5
0 85 86 0 3
0 59 86 0 0
1 23 86 225.728195860763 0
0 87 86 0 3
0 20 86 0 0
1 28 86 180.728195860763 2
0 80 86 0 0
1 41 86 -269.271804139237 5
1 93 86 86.7281958607633 3
0 58 86 0 0
1 4 86 90.7281958607633 4
0 30 87 0 1
0 41 87 0 2
0 44 87 0 1
0 85 87 0 1
1 16 87 -250.271804139237 1
0 78 87 0 2
0 87 87 0 1
1 38 87 -112.271804139237 4
0 96 87 0 1
1 2 87 207.728195860763 4
1 49 87 195.728195860763 5
1 89 87 33.7281958607633 1
0 8 87 0 1
0 22 87 0 0
0 51 87 0 2
0 86 87 0 0
1 46 87 95.7281958607633 5
0 15 87 0 0
0 40 87 0 0
1 71 87 -300.271804139237 0
1 59 87 -129.271804139237 3
0 63 87 0 5
0 12 87 0 2
0 60 87 0 1
0 18 87 0 1
0 32 87 0 1
0 33 87 0 0
1 6 87 30.7281958607633 2
0 57 87 0 0
1 3 87 111.728195860763 2
1 47 87 -273.271804139237 1
0 83 87 0 2
0 88 87 0 3
0 92 87 0 2
0 11 87 0 1
0 61 87 0 2
0 20 87 0 1
1 17 87 -92.2718041392367 3
1 67 87 182.728195860763 1
1 54 87 151.728195860763 1
0 10 87 0 5
0 7 87 0 3
1 5 87 -122.271804139237 1
1 75 87 81.7281958607633 5
0 26 87 0 2
1 1 87 207.728195860763 5
0 23 87 0 0
1 55 87 -152.271804139237 2
1 77 87 -214.271804139237 0
1 80 87 81.7281958607633 0
0 37 87 0 1
0 21 87 0 0
1 31 87 18.7281958607633 1
0 56 87 0 0
0 74 87 0 0
1 68 87 124.728195860763 5
0 13 87 0 0
0 34 87 0 0
1 95 87 -145.271804139237 0
0 39 87 0 0
1 93 87 -41.2718041392367 5
0 45 87 0 1
1 53 87 254.728195860763 1
0 48 87 0 2
0 58 87 0 1
1 64 87 -202.271804139237 1
0 19 87 0 1
1 36 87 180.728195860763 5
0 72 87 0 0
1 42 87 -219.271804139237 5
1 84 87 -239.271804139237 5
1 29 87 77.7281958607633 2
1 52 87 -143.271804139237 1
1 76 87 262.728195860763 5
0 28 87 0 4
1 27 87 -21.2718041392367 1
1 65 87 68.7281958607633 1
0 43 87 0 0
1 0 87 -206.271804139237 2
0 69 87 0 1
1 9 87 256.728195860763 5
0 62 87 0 3
0 25 87 0 2
0 73 87 0 0
0 91 87 0 2
1 90 87 -126.271804139237 5
0 81 87 0 1
1 79 87 249.728195860763 5
0 66 87 0 2
0 24 87 0 2
1 14 87 268.728195860763 5
0 50 87 0 3
1 35 87 -141.271804139237 5
1 94 87 -49.2718041392367 4
1 70 87 13.7281958607633 4
1 4 87 111.728195860763 4
1 82 87 -4.27180413923668 5
1 83 88 38.7281958607633 4
0 87 88 0 0
0 51 88 0 3
1 62 88 200.728195860763 5
1 3 88 -23.2718041392367 5
1 56 88 225.728195860763 3
0 52 88 0 1
1 18 88 130.728195860763 4
1 0 88 -88.2718041392367 2
0 10 88 0 4
0 53 88 0 1
1 93 88 -174.271804139237 0
1 1 88 232.728195860763 4
1 49 88 133.728195860763 0
1 54 88 99.7281958607633 4
1 61 88 -47.2718041392367 5
0 81 88 0 1
1 69 88 -49.2718041392367 1
1 16 88 -256.271804139237 4
0 12 88 0 1
1 74 88 62.7281958607633 5
0 48 88 0 3
1 77 88 161.728195860763 1
0 24 88 0 3
0 41 88 0 1
0 22 88 0 0
1 7 88 119.728195860763 1
0 30 88 0 0
1 39 88 48.7281958607633 1
0 13 88 0 0
1 32 88 14.7281958607633 5
0 80 88 0 0
0 11 88 0 1
1 15 88 -296.271804139237 5
1 46 88 86.7281958607633 4
0 20 88 0 1
0 31 88 0 2
0 64 88 0 2
1 90 88 -152.271804139237 4
1 9 88 95.7281958607633 2
0 63 88 0 2
0 28 88 0 2
0 89 88 0 0
0 8 88 0 5
0 29 88 0 5
1 91 88 -10.2718041392367 4
0 88 88 0 3
0 70 88 0 1
0 85 88 0 2
0 84 88 0 4
1 21 88 -125.271804139237 5
0 47 88 0 1
0 27 88 0 3
1 25 88 4.72819586076332 5
1 60 88 -25.2718041392367 5
1 2 88 232.728195860763 0
0 67 88 0 0
1 45 88 -188.271804139237 1
0 71 88 0 1
0 55 88 0 3
1 19 88 162.728195860763 5
0 65 88 0 1
0 76 88 0 1
0 34 88 0 2
0 38 88 0 1
1 86 88 -188.271804139237 5
1 4 88 -23.2718041392367 5
0 6 88 0 0
0 82 88 0 0
0 44 88 0 3
1 42 88 -81.2718041392367 4
1 43 88 306.728195860763 1
0 26 88 0 2
0 17 88 0 1
0 95 88 0 1
0 92 88 0 1
0 40 88 0 1
0 5 88 0 1
1 14 88 233.728195860763 1
1 57 88 7.72819586076332 0
1 94 88 -151.271804139237 1
0 75 88 0 1
1 23 88 27.7281958607633 0
1 36 88 -11.2718041392367 5
0 73 88 0 0
1 68 88 233.728195860763 0
1 50 88 94.7281958607633 4
1 66 88 -164.271804139237 4
0 96 88 0 1
0 33 88 0 1
0 58 88 0 1
0 35 88 0 5
0 37 88 0 1
0 72 88 0 1
1 79 88 22.7281958607633 5
1 59 88 -200.271804139237 1
0 78 88 0 4
0 34 89 0 1
0 12 89 0 4
1 68 89 151.728195860763 5
1 48 89 197.728195860763 3
0 15 89 0 0
0 3 89 0 4
0 95 89 0 0
1 50 89 18.7281958607633 4
0 23 89 0 1
1 72 89 186.728195860763 2
1 56 89 -90.2718041392367 3
0 29 89 0 3
0 36 89 0 1
1 66 89 -264.271804139237 5
0 69 89 0 1
0 39 89 0 2
0 19 89 0 2
1 80 89 -239.271804139237 4
0 32 89 0 1
0 30 89 0 2
1 67 89 124.728195860763 5
0 35 89 0 4
1 78 89 133.728195860763 2
1 92 89 124.728195860763 2
1 45 89 -251.271804139237 2
1 47 89 134.728195860763 2
0 0 89 0 3
0 87 89 0 1
1 77 89 -107.271804139237 1
1 17 89 -206.271804139237 5
0 81 89 0 1
1 25 89 41.7281958607633 3
0 57 89 0 5
1 83 89 -2.27180413923668 1
0 10 89 0 5
1 20 89 -157.271804139237 5
1 11 89 -114.271804139237 4
1 85 89 7.72819586076332 1
0 38 89 0 1
0 40 89 0 4
1 8 89 -131.271804139237 1
1 41 89 -68.2718041392367 4
0 71 89 0 5
0 74 89 0 0
0 55 89 0 1
0 94 89 0 0
1 84 89 74.7281958607633 1
0 27 89 0 1
1 89 89 10.7281958607633 0
1 52 89 -109.271804139237 1
1 43 89 103.728195860763 4
1 82 89 286.728195860763 0
0 93 89 0 0
0 58 89 0 1
0 26 89 0 1
0 75 89 0 2
0 4 89 0 2
0 79 89 0 1
1 7 89 237.728195860763 3
0 59 89 0 2
0 2 89 0 3
0 76 89 0 1
0 33 89 0 4
0 46 89 0 1
1 24 89 205.728195860763 1
1 18 89 25.7281958607633 2
0 63 89 0 2
0 1 89 0 0
1 60 89 -122.271804139237 1
0 49 89 0 0
1 21 89 38.7281958607633 5
0 91 89 0 2
1 54 89 286.728195860763 5
0 96 89 0 1
0 13 89 0 5
0 62 89 0 1
0 22 89 0 1
1 16 89 93.7281958607633 2
0 28 89 0 3
1 86 89 70.7281958607633 5
1 9 89 -189.271804139237 2
0 44 89 0 1
0 6 89 0 1
1 61 89 287.728195860763 4
0 31 89 0 1
1 42 89 144.728195860763 4
1 53 89 -133.271804139237 5
1 73 89 294.728195860763 5
1 51 89 -149.271804139237 5
1 65 89 9.72819586076332 4
0 88 89 0 1
1 5 89 -238.271804139237 5
1 90 89 301.728195860763 2
1 64 89 -126.271804139237 5
1 37 89 213.728195860763 5
0 70 89 0 0
1 14 89 80.7281958607633 1
0 10 90 0 4
0 83 90 0 0
0 14 90 0 1
0 28 90 0 3
1 54 90 -193.271804139237 3
1 61 90 166.728195860763 5
0 91 90 0 1
1 90 90 -116.271804139237 3
1 49 90 -72.2718041392367 5
0 50 90 0 2
1 30 90 -21.2718041392367 1
0 74 90 0 0
1 84 90 -161.271804139237 1
1 48 90 -175.271804139237 5
1 93 90 107.728195860763 0
1 25 90 -207.271804139237 5
1 15 90 290.728195860763 1
1 5 90 266.728195860763 2
1 1 90 289.728195860763 5
1 40 90 352.728195860763 0
0 67 90 0 3
1 18 90 87.7281958607633 1
0 75 90 0 2
0 9 90 0 4
0 59 90 0 4
0 17 90 0 0
0 32 90 0 1
1 78 90 -297.271804139237 5
0 39 90 0 1
0 86 90 0 0
0 35 90 0 1
0 77 90 0 0
1 80 90 -145.271804139237 5
1 71 90 182.728195860763 3
0 72 90 0 1
0 41 90 0 0
0 24 90 0 0
1 44 90 98.7281958607633 1
0 73 90 0 0
1 60 90 -141.271804139237 5
0 36 90 0 3
0 21 90 0 0
0 56 90 0 0
0 20 90 0 1
0 29 90 0 1
1 63 90 203.728195860763 2
1 22 90 155.728195860763 1
0 45 90 0 4
1 58 90 128.728195860763 2
0 11 90 0 4
1 68 90 168.728195860763 0
0 8 90 0 3
0 92 90 0 1
1 2 90 289.728195860763 4
0 95 90 0 0
0 31 90 0 0
1 43 90 -36.2718041392367 3
0 96 90 0 1
0 34 90 0 3
0 51 90 0 0
0 79 90 0 1
0 26 90 0 4
0 4 90 0 1
0 64 90 0 3
0 66 90 0 1
0 46 90 0 2
0 69 90 0 3
0 52 90 0 1
0 42 90 0 2
1 13 90 -6.27180413923668 0
1 7 90 71.7281958607633 5
0 19 90 0 1
0 82 90 0 0
1 65 90 242.728195860763 1
1 37 90 182.728195860763 4
0 89 90 0 1
0 27 90 0 0
0 57 90 0 0
0 12 90 0 1
1 33 90 -160.271804139237 0
0 85 90 0 2
0 0 90 0 2
0 81 90 0 2
1 55 90 -311.271804139237 4
1 94 90 -19.2718041392367 1
0 16 90 0 1
0 47 90 0 0
0 53 90 0 3
0 62 90 0 1
0 70 90 0 2
0 3 90 0 0
1 87 90 213.728195860763 3
0 88 90 0 1
1 38 90 146.728195860763 1
0 76 90 0 1
1 6 90 -22.2718041392367 4
0 23 90 0 0
1 21 91 310.728195860763 5
1 64 91 16.7281958607633 3
0 45 91 0 1
1 72 91 -268.271804139237 4
1 36 91 -63.2718041392367 4
1 26 91 128.728195860763 2
1 94 91 334.728195860763 2
0 70 91 0 2
1 74 91 -168.271804139237 2
0 55 91 0 0
1 93 91 45.7281958607633 2
1 83 91 148.728195860763 1
0 51 91 0 2
1 54 91 -79.2718041392367 4
1 28 91 109.728195860763 4
0 90 91 0 1
1 37 91 18.7281958607633 1
1 76 91 100.728195860763 5
1 13 91 -109.271804139237 5
0 32 91 0 0
0 42 91 0 2
0 15 91 0 0
0 96 91 0 1
1 39 91 -231.271804139237 1
1 85 91 116.728195860763 4
1 63 91 107.728195860763 2
0 6 91 0 0
0 38 91 0 4
0 86 91 0 0
1 1 91 -317.271804139237 5
1 20 91 192.728195860763 4
1 78 91 175.728195860763 4
1 58 91 -221.271804139237 4
0 17 91 0 0
0 87 91 0 0
0 4 91 0 0
0 46 91 0 2
1 8 91 -234.271804139237 5
0 50 91 0 1
1 59 91 -222.271804139237 5
0 69 91 0 2
1 57 91 -69.2718041392367 5
0 89 91 0 0
0 25 91 0 2
1 7 91 -134.271804139237 2
0 52 91 0 1
0 40 91 0 5
1 19 91 -115.271804139237 4
0 9 91 0 1
1 48 91 -241.271804139237 4
0 79 91 0 0
1 11 91 -310.271804139237 5
1 2 91 -317.271804139237 4
0 47 91 0 0
0 0 91 0 1
0 62 91 0 4
0 5 91 0 2
0 12 91 0 1
1 27 91 -218.271804139237 5
1 67 91 -32.2718041392367 5
0 88 91 0 1
1 31 91 -18.2718041392367 5
1 18 91 -35.2718041392367 5
0 3 91 0 1
1 35 91 -125.271804139237 2
1 33 91 50.7281958607633 1
0 80 91 0 0
0 91 91 0 1
0 44 91 0 0
1 22 91 -109.271804139237 4
1 65 91 -68.2718041392367 5
1 61 91 159.728195860763 5
1 60 91 -7.27180413923668 2
1 71 91 67.7281958607633 5
0 95 91 0 0
0 34 91 0 0
0 75 91 0 2
0 24 91 0 0
0 23 91 0 0
1 82 91 241.728195860763 3
0 14 91 0 1
1 41 91 195.728195860763 4
1 10 91 31.7281958607633 3
1 53 91 -59.2718041392367 1
0 56 91 0 0
1 30 91 -293.271804139237 5
0 68 91 0 0
1 16 91 46.7281958607633 1
0 66 91 0 0
0 92 91 0 1
1 81 91 3.72819586076332 5
1 49 91 -297.271804139237 0
0 84 91 0 3
0 77 91 0 0
0 43 91 0 0
1 73 91 -130.271804139237 5
1 29 91 89.7281958607633 5
0 22 92 0 5
0 24 92 0 1
0 16 92 0 1
0 27 92 0 1
1 64 92 -17.2718041392367 2
0 90 92 0 4
1 43 92 -132.271804139237 4
0 74 92 0 0
0 71 92 0 3
1 51 92 -107.271804139237 5
0 35 92 0 4
1 29 92 -219.271804139237 5
0 10 92 0 5
0 84 92 0 1
0 7 92 0 2
0 28 92 0 4
0 52 92 0 2
1 48 92 -175.271804139237 1
1 17 92 19.7281958607633 2
0 20 92 0 1
1 66 92 94.7281958607633 4
1 79 92 51.7281958607633 3
0 95 92 0 5
1 96 92 40.7281958607633 1
1 56 92 61.7281958607633 0
1 38 92 147.728195860763 1
0 26 92 0 1
1 91 92 -89.2718041392367 1
0 82 92 0 3
0 88 92 0 1
0 93 92 0 4
0 6 92 0 2
0 89 92 0 3
0 42 92 0 2
1 31 92 101.728195860763 4
1 58 92 -258.271804139237 2
0 1 92 0 5
0 2 92 0 3
1 60 92 101.728195860763 1
0 15 92 0 1
0 73 92 0 0
1 70 92 -45.2718041392367 3
0 46 92 0 2
0 0 92 0 2
1 50 92 274.728195860763 5
0 65 92 0 3
1 78 92 228.728195860763 3
1 33 92 87.7281958607633 4
0 32 92 0 1
1 77 92 228.728195860763 1
0 9 92 0 3
0 41 92 0 2
0 61 92 0 5
0 19 92 0 2
1 11 92 33.7281958607633 5
1 3 92 4.72819586076332 4
0 8 92 0 0
0 55 92 0 2
0 94 92 0 0
1 59 92 85.7281958607633 3
1 39 92 -68.2718041392367 1
1 47 92 279.728195860763 1
0 63 92 0 1
1 69 92 225.728195860763 2
1 34 92 -136.271804139237 1
1 30 92 -216.271804139237 4
1 40 92 -215.271804139237 5
1 57 92 98.7281958607633 4
0 13 92 0 4
1 53 92 11.7281958607633 4
0 54 92 0 1
0 87 92 0 0
0 36 92 0 5
0 75 92 0 4
1 62 92 19.7281958607633 4
0 49 92 0 0
0 68 92 0 2
1 83 92 4.72819586076332 4
0 80 92 0 3
1 67 92 -58.2718041392367 5
0 21 92 0 3
0 23 92 0 0
1 4 92 4.72819586076332 3
0 85 92 0 2
1 92 92 109.728195860763 3
0 45 92 0 2
0 81 92 0 3
1 86 92 17.7281958607633 5
1 12 92 234.728195860763 2
0 14 92 0 1
0 5 92 0 3
1 25 92 -25.2718041392367 3
0 76 92 0 5
0 18 92 0 1
0 72 92 0 1
0 44 92 0 2
1 37 92 -71.2718041392367 4
1 39 93 184.728195860763 4
0 13 93 0 0
0 15 93 0 2
1 12 93 -210.271804139237 5
0 84 93 0 4
0 53 93 0 2
0 17 93 0 3
1 43 93 -16.2718041392367 3
1 23 93 53.7281958607633 0
0 40 93 0 0
1 28 93 96.7281958607633 5
0 69 93 0 0
1 20 93 -199.271804139237 4
0 93 93 0 0
0 94 93 0 4
0 41 93 0 1
1 29 93 -176.271804139237 1
0 16 93 0 1
1 34 93 -159.271804139237 4
0 76 93 0 4
0 80 93 0 1
1 51 93 -46.2718041392367 4
1 6 93 196.728195860763 1
1 58 93 -275.271804139237 5
1 18 93 71.7281958607633 5
1 90 93 -145.271804139237 5
0 75 93 0 4
1 62 93 119.728195860763 4
1 31 93 59.7281958607633 5
1 30 93 -58.2718041392367 0
0 7 93 0 3
1 79 93 -213.271804139237 2
1 54 93 -174.271804139237 4
1 0 93 189.728195860763 2
0 8 93 0 4
0 27 93 0 2
0 37 93 0 1
1 19 93 108.728195860763 3
1 36 93 148.728195860763 4
0 96 93 0 2
1 71 93 -9.27180413923668 3
1 60 93 -111.271804139237 0
0 66 93 0 2
0 67 93 0 0
0 72 93 0 2
1 47 93 160.728195860763 3
0 21 93 0 2
0 9 93 0 4
0 82 93 0 0
0 78 93 0 1
1 95 93 -294.271804139237 5
0 59 93 0 3
1 63 93 198.728195860763 1
0 26 93 0 2
0 5 93 0 3
1 49 93 -77.2718041392367 5
1 38 93 -27.2718041392367 3
0 50 93 0 2
0 1 93 0 5
0 10 93 0 2
1 74 93 100.728195860763 0
0 87 93 0 4
1 56 93 -37.2718041392367 5
0 33 93 0 1
1 24 93 211.728195860763 1
1 68 93 -108.271804139237 5
0 48 93 0 4
0 77 93 0 0
1 73 93 -204.271804139237 5
0 57 93 0 0
1 44 93 -224.271804139237 4
0 85 93 0 3
1 42 93 137.728195860763 5
0 65 93 0 4
1 70 93 38.7281958607633 4
0 2 93 0 0
0 45 93 0 3
1 64 93 332.728195860763 5
1 14 93 -167.271804139237 4
1 91 93 -49.2718041392367 3
0 83 93 0 1
1 88 93 -57.2718041392367 2
0 92 93 0 2
0 52 93 0 2
1 55 93 140.728195860763 2
1 89 93 -122.271804139237 1
0 11 93 0 5
0 61 93 0 0
1 25 93 -205.271804139237 5
1 35 93 97.7281958607633 3
0 4 93 0 1
0 86 93 0 5
0 22 93 0 5
0 46 93 0 5
0 81 93 0 3
0 3 93 0 2
1 32 93 -130.271804139237 5
0 85 94 0 1
1 28 94 101.728195860763 3
0 22 94 0 0
0 25 94 0 2
0 86 94 0 0
1 72 94 263.728195860763 2
1 53 94 54.7281958607633 2
1 1 94 -268.271804139237 5
0 43 94 0 4
0 94 94 0 0
1 77 94 284.728195860763 4
1 14 94 76.7281958607633 5
1 11 94 215.728195860763 1
1 75 94 196.728195860763 2
1 54 94 -43.2718041392367 0
0 83 94 0 2
0 6 94 0 4
1 76 94 -117.271804139237 2
0 34 94 0 1
0 63 94 0 3
0 49 94 0 1
1 24 94 -288.271804139237 0
0 33 94 0 2
0 80 94 0 0
0 87 94 0 3
0 95 94 0 0
1 44 94 44.7281958607633 4
1 29 94 -98.2718041392367 1
0 57 94 0 3
1 55 94 -240.271804139237 3
1 41 94 10.7281958607633 4
1 48 94 168.728195860763 3
1 2 94 -268.271804139237 1
1 27 94 -159.271804139237 1
1 38 94 -92.2718041392367 3
0 70 94 0 3
1 89 94 -94.2718041392367 3
0 26 94 0 2
0 67 94 0 1
0 30 94 0 1
1 17 94 178.728195860763 1
0 59 94 0 2
