"cond" "sub" "item" "lag" "resp"
1 28 4 -129.271804139237 4
1 2 4 -41.2718041392367 5
1 56 4 62.7281958607633 5
0 4 4 0 1
0 26 4 0 5
1 67 4 314.728195860763 5
1 66 4 175.728195860763 5
1 79 4 -239.271804139237 5
0 96 4 0 1
1 38 4 309.728195860763 4
0 48 4 0 3
0 19 4 0 2
1 70 4 52.7281958607633 4
1 45 4 -68.2718041392367 4
1 14 4 -156.271804139237 5
1 84 4 -109.271804139237 5
1 17 4 -234.271804139237 5
0 39 4 0 0
0 73 4 0 0
1 9 4 -244.271804139237 5
1 0 4 232.728195860763 5
0 22 4 0 0
0 51 4 0 0
0 49 4 0 0
0 76 4 0 0
1 72 4 -93.2718041392367 4
1 63 4 -214.271804139237 5
1 11 4 -233.271804139237 5
0 8 4 0 1
1 16 4 95.7281958607633 4
0 54 4 0 2
0 75 4 0 5
1 50 4 -92.2718041392367 5
0 89 4 0 0
1 32 4 -134.271804139237 5
0 94 4 0 0
0 55 4 0 2
0 69 4 0 0
0 3 4 0 0
1 46 4 -135.271804139237 5
0 40 4 0 0
1 68 4 334.728195860763 5
0 24 4 0 0
0 34 4 0 0
1 42 4 128.728195860763 5
1 93 4 -96.2718041392367 5
1 64 4 -285.271804139237 4
1 1 4 -41.2718041392367 5
0 41 5 0 0
0 60 5 0 0
0 37 5 0 2
0 87 5 0 1
1 3 5 -117.271804139237 0
0 91 5 0 1
1 2 5 -128.271804139237 4
1 96 5 94.7281958607633 1
0 52 5 0 2
0 19 5 0 1
0 86 5 0 0
1 67 5 154.728195860763 1
1 56 5 149.728195860763 3
0 40 5 0 0
1 12 5 28.7281958607633 5
0 42 5 0 1
1 72 5 -234.271804139237 3
1 75 5 -205.271804139237 4
0 93 5 0 1
0 48 5 0 5
1 83 5 129.728195860763 1
0 82 5 0 0
1 21 5 305.728195860763 5
1 55 5 241.728195860763 5
0 54 5 0 2
1 70 5 160.728195860763 5
1 30 5 185.728195860763 4
1 46 5 191.728195860763 1
0 32 5 0 5
0 50 5 0 0
1 35 5 -38.2718041392367 3
1 1 5 -128.271804139237 5
1 66 5 -10.2718041392367 4
0 76 5 0 0
1 47 5 184.728195860763 5
0 43 5 0 1
1 28 5 159.728195860763 3
0 17 5 0 4
1 4 5 -117.271804139237 5
0 18 5 0 1
0 24 5 0 3
1 51 5 90.7281958607633 5
0 5 5 0 5
1 90 5 26.7281958607633 5
1 85 5 233.728195860763 4
0 79 5 0 0
1 8 5 128.728195860763 5
0 64 5 0 3
0 78 5 0 1
0 68 5 0 4
1 44 5 -198.271804139237 5
0 23 5 0 0
0 95 5 0 0
0 39 5 0 0
1 73 5 -285.271804139237 5
0 88 5 0 1
0 7 5 0 1
0 59 5 0 0
0 29 5 0 0
1 81 5 -56.2718041392367 5
1 13 5 -56.2718041392367 5
1 65 5 -101.271804139237 3
1 14 5 -43.2718041392367 5
1 69 5 -79.2718041392367 5
0 16 5 0 1
0 74 5 0 0
1 25 5 144.728195860763 0
0 77 5 0 5
0 11 5 0 1
0 62 5 0 2
0 38 5 0 1
0 63 5 0 5
0 84 5 0 2
0 26 5 0 1
1 58 5 -177.271804139237 5
0 34 5 0 0
0 33 5 0 3
1 71 5 114.728195860763 5
1 27 5 -94.2718041392367 5
0 57 5 0 1
1 94 5 -201.271804139237 3
0 45 5 0 1
0 6 5 0 5
0 0 5 0 1
0 49 5 0 0
1 20 5 -256.271804139237 5
0 36 5 0 2
0 61 5 0 5
1 89 5 151.728195860763 0
0 31 5 0 3
0 80 5 0 0
1 53 5 188.728195860763 4
0 9 5 0 4
1 10 5 223.728195860763 2
0 92 5 0 1
1 15 5 -0.271804139236679 5
0 22 5 0 0
1 89 6 -39.2718041392367 5
1 11 6 -184.271804139237 5
0 67 6 0 1
1 30 6 130.728195860763 3
1 33 6 242.728195860763 2
1 41 6 -225.271804139237 4
0 46 6 0 0
0 78 6 0 1
1 7 6 192.728195860763 4
1 74 6 -53.2718041392367 0
1 95 6 178.728195860763 5
0 12 6 0 3
0 79 6 0 1
0 85 6 0 3
1 38 6 65.7281958607633 5
0 93 6 0 1
1 62 6 211.728195860763 3
1 1 6 103.728195860763 0
1 72 6 181.728195860763 2
1 18 6 -209.271804139237 4
0 44 6 0 1
1 14 6 -109.271804139237 4
1 49 6 141.728195860763 0
0 8 6 0 4
0 37 6 0 5
0 29 6 0 4
1 59 6 90.7281958607633 3
1 16 6 -75.2718041392367 5
1 0 6 -183.271804139237 2
0 35 6 0 5
1 84 6 163.728195860763 4
0 6 6 0 1
1 56 6 -64.2718041392367 4
0 70 6 0 4
0 3 6 0 1
1 5 6 -197.271804139237 3
1 17 6 249.728195860763 1
0 4 6 0 3
0 81 6 0 3
0 76 6 0 5
1 43 6 128.728195860763 5
1 88 6 -62.2718041392367 1
1 60 6 -47.2718041392367 4
1 23 6 -116.271804139237 0
0 36 6 0 4
1 9 6 -122.271804139237 2
1 45 6 52.7281958607633 3
1 39 6 -98.2718041392367 2
1 50 6 -154.271804139237 1
1 25 6 111.728195860763 3
0 10 6 0 5
1 71 6 -60.2718041392367 3
1 22 6 -187.271804139237 4
0 77 6 0 2
0 27 6 0 2
0 73 6 0 2
0 55 6 0 4
1 32 6 3.72819586076332 4
1 21 6 202.728195860763 5
1 58 6 -44.2718041392367 1
1 54 6 -50.2718041392367 5
0 20 6 0 0
1 68 6 13.7281958607633 5
1 75 6 -6.27180413923668 5
0 91 6 0 2
0 34 6 0 0
1 96 6 175.728195860763 2
0 63 6 0 2
1 19 6 -43.2718041392367 3
1 26 6 176.728195860763 1
0 82 6 0 2
1 64 6 -85.2718041392367 5
1 90 6 279.728195860763 3
0 24 6 0 5
1 28 6 349.728195860763 3
1 92 6 30.7281958607633 1
0 83 6 0 1
0 40 6 0 0
0 66 6 0 2
0 80 6 0 5
1 57 6 101.728195860763 0
1 86 6 258.728195860763 4
1 61 6 41.7281958607633 3
1 69 6 -190.271804139237 0
1 51 6 -122.271804139237 4
0 94 6 0 2
0 31 6 0 3
0 15 6 0 0
1 2 6 103.728195860763 4
0 53 6 0 3
0 42 6 0 3
1 13 6 32.7281958607633 5
1 65 6 35.7281958607633 4
0 87 6 0 1
0 48 6 0 2
1 47 6 27.7281958607633 4
1 52 6 -171.271804139237 3
0 27 7 0 4
0 72 7 0 2
0 66 7 0 4
0 93 7 0 3
1 51 7 -299.271804139237 5
0 25 7 0 1
1 60 7 -123.271804139237 1
1 39 7 131.728195860763 2
0 95 7 0 5
1 75 7 -13.2718041392367 5
0 83 7 0 1
0 31 7 0 5
0 64 7 0 3
1 15 7 -97.2718041392367 5
0 8 7 0 4
0 92 7 0 3
1 6 7 92.7281958607633 4
0 20 7 0 0
1 79 7 74.7281958607633 5
0 49 7 0 0
0 30 7 0 3
1 50 7 -20.2718041392367 4
0 47 7 0 1
0 84 7 0 4
0 67 7 0 1
1 48 7 165.728195860763 2
1 63 7 -43.2718041392367 3
0 74 7 0 5
1 61 7 -154.271804139237 0
1 59 7 101.728195860763 3
1 3 7 130.728195860763 5
0 80 7 0 2
1 18 7 94.7281958607633 4
0 13 7 0 5
1 88 7 -326.271804139237 5
0 38 7 0 1
1 22 7 -93.2718041392367 5
0 54 7 0 4
1 24 7 -44.2718041392367 3
1 55 7 -178.271804139237 5
1 57 7 179.728195860763 4
1 78 7 -224.271804139237 4
0 9 7 0 4
1 87 7 10.7281958607633 5
0 12 7 0 3
1 91 7 -223.271804139237 4
0 2 7 0 3
1 76 7 -75.2718041392367 5
1 4 7 130.728195860763 4
1 5 7 30.7281958607633 1
1 58 7 -145.271804139237 4
1 65 7 -116.271804139237 5
1 44 7 160.728195860763 4
1 14 7 313.728195860763 5
0 16 7 0 2
0 73 7 0 0
0 40 7 0 0
0 85 7 0 4
1 29 7 18.7281958607633 3
1 10 7 177.728195860763 4
1 86 7 -149.271804139237 5
1 37 7 -4.27180413923668 5
0 43 7 0 1
0 32 7 0 5
0 69 7 0 4
0 21 7 0 0
1 34 7 -29.2718041392367 4
1 94 7 338.728195860763 5
0 46 7 0 5
0 82 7 0 3
1 62 7 177.728195860763 3
0 28 7 0 5
0 81 7 0 3
1 41 7 -91.2718041392367 5
0 23 7 0 5
1 56 7 204.728195860763 5
0 70 7 0 1
1 7 7 81.7281958607633 4
0 11 7 0 5
1 36 7 -129.271804139237 5
0 53 7 0 1
0 96 7 0 2
0 26 7 0 4
1 45 7 -211.271804139237 4
1 42 7 221.728195860763 5
0 33 7 0 5
0 19 7 0 3
0 89 7 0 1
0 77 7 0 0
0 17 7 0 1
1 90 7 25.7281958607633 0
1 71 7 -24.2718041392367 3
1 0 7 49.7281958607633 2
1 52 7 159.728195860763 4
0 35 7 0 1
1 68 7 -1.27180413923668 5
0 1 7 0 5
1 75 8 -158.271804139237 4
0 61 8 0 4
0 70 8 0 3
1 14 8 -93.2718041392367 1
1 80 8 157.728195860763 3
0 35 8 0 5
1 8 8 -19.2718041392367 5
1 95 8 223.728195860763 5
0 29 8 0 1
0 55 8 0 1
1 13 8 158.728195860763 5
0 72 8 0 4
1 62 8 -266.271804139237 3
0 96 8 0 1
1 30 8 -271.271804139237 4
0 66 8 0 4
0 21 8 0 0
0 18 8 0 1
1 0 8 134.728195860763 2
0 53 8 0 3
1 9 8 -249.271804139237 1
0 19 8 0 1
0 27 8 0 2
0 16 8 0 1
1 60 8 39.7281958607633 1
0 34 8 0 1
0 85 8 0 2
0 10 8 0 5
1 88 8 86.7281958607633 2
1 76 8 -13.2718041392367 4
1 67 8 186.728195860763 1
1 26 8 118.728195860763 2
0 15 8 0 4
0 51 8 0 4
1 79 8 -106.271804139237 3
1 54 8 141.728195860763 2
1 49 8 134.728195860763 0
0 58 8 0 1
1 3 8 6.72819586076332 4
1 33 8 -19.2718041392367 5
1 90 8 186.728195860763 5
1 48 8 -266.271804139237 2
1 74 8 -27.2718041392367 3
1 39 8 -162.271804139237 2
0 44 8 0 4
1 59 8 -312.271804139237 4
0 46 8 0 2
1 12 8 -191.271804139237 3
1 22 8 -147.271804139237 5
0 37 8 0 1
1 78 8 52.7281958607633 4
1 94 8 -30.2718041392367 2
0 82 8 0 2
1 40 8 156.728195860763 1
0 50 8 0 4
1 41 8 -163.271804139237 5
1 69 8 187.728195860763 3
1 84 8 -1.27180413923668 4
1 45 8 -118.271804139237 5
0 68 8 0 1
0 89 8 0 4
1 63 8 -226.271804139237 4
1 86 8 158.728195860763 5
1 4 8 6.72819586076332 1
0 5 8 0 3
0 36 8 0 4
1 47 8 121.728195860763 4
1 93 8 -218.271804139237 1
1 81 8 174.728195860763 5
0 25 8 0 1
1 28 8 -152.271804139237 2
1 52 8 139.728195860763 2
1 38 8 -95.2718041392367 4
0 56 8 0 4
1 2 8 262.728195860763 5
0 43 8 0 1
0 17 8 0 2
0 7 8 0 2
1 1 8 262.728195860763 5
0 11 8 0 3
1 87 8 -129.271804139237 5
0 77 8 0 5
1 20 8 -30.2718041392367 2
1 64 8 -68.2718041392367 4
1 24 8 -33.2718041392367 2
0 57 8 0 0
1 73 8 84.7281958607633 0
0 65 8 0 3
0 42 8 0 2
0 32 8 0 1
0 92 8 0 3
0 23 8 0 4
1 71 8 -222.271804139237 5
0 6 8 0 2
0 91 8 0 1
0 31 8 0 2
0 83 8 0 1
0 70 9 0 4
0 26 9 0 2
0 94 9 0 5
1 42 9 -25.2718041392367 5
1 83 9 -151.271804139237 4
0 32 9 0 2
0 63 9 0 2
1 34 9 -60.2718041392367 5
0 62 9 0 3
0 41 9 0 4
1 21 9 7.72819586076332 5
0 74 9 0 0
1 50 9 -86.2718041392367 4
1 72 9 -77.2718041392367 4
1 89 9 163.728195860763 3
1 58 9 205.728195860763 4
1 6 9 90.7281958607633 1
0 4 9 0 2
0 9 9 0 1
0 56 9 0 5
0 61 9 0 1
0 47 9 0 2
0 11 9 0 3
0 68 9 0 1
0 0 9 0 3
1 96 9 295.728195860763 1
0 8 9 0 4
0 53 9 0 1
0 49 9 0 1
0 55 9 0 3
1 81 9 260.728195860763 3
0 73 9 0 3
0 25 9 0 1
1 38 9 -170.271804139237 4
1 2 9 -349.271804139237 5
0 51 9 0 4
0 39 9 0 1
0 33 9 0 1
0 78 9 0 4
0 12 9 0 1
1 76 9 -25.2718041392367 5
1 30 9 150.728195860763 4
0 86 9 0 4
0 24 9 0 3
0 91 9 0 4
0 19 9 0 1
0 36 9 0 4
1 95 9 215.728195860763 5
0 60 9 0 1
0 79 9 0 2
0 13 9 0 5
0 17 9 0 2
0 22 9 0 5
0 66 9 0 2
0 75 9 0 1
1 64 9 -113.271804139237 2
1 28 9 138.728195860763 3
0 43 9 0 1
1 46 9 -82.2718041392367 1
1 69 9 31.7281958607633 4
0 88 9 0 0
0 27 9 0 1
1 40 9 -324.271804139237 1
1 18 9 -100.271804139237 1
0 37 9 0 5
0 10 9 0 2
0 93 9 0 3
0 3 9 0 2
1 7 9 297.728195860763 3
1 15 9 -161.271804139237 5
0 85 9 0 2
1 35 9 149.728195860763 1
0 80 9 0 3
0 59 9 0 1
1 23 9 -246.271804139237 4
1 1 9 -349.271804139237 5
0 84 9 0 3
1 14 9 -257.271804139237 5
1 29 9 -8.27180413923668 1
1 54 9 120.728195860763 4
1 77 9 -127.271804139237 0
0 48 9 0 2
0 44 9 0 4
1 31 9 298.728195860763 5
1 20 9 -22.2718041392367 2
0 5 9 0 1
1 92 9 -123.271804139237 1
1 87 9 -141.271804139237 2
0 65 9 0 1
1 90 9 83.7281958607633 5
0 67 9 0 1
0 71 9 0 3
0 52 9 0 2
0 45 9 0 4
1 57 9 -115.271804139237 4
0 6 10 0 1
1 5 10 229.728195860763 5
1 62 10 -153.271804139237 4
0 64 10 0 3
1 21 10 244.728195860763 5
1 18 10 67.7281958607633 4
1 7 10 -50.2718041392367 4
1 67 10 -155.271804139237 5
0 38 10 0 5
1 49 10 -19.2718041392367 4
0 17 10 0 4
0 40 10 0 0
1 9 10 56.7281958607633 5
1 20 10 -42.2718041392367 1
1 80 10 20.7281958607633 5
1 46 10 93.7281958607633 2
0 71 10 0 5
0 25 10 0 3
1 81 10 37.7281958607633 5
1 91 10 -111.271804139237 2
1 19 10 -101.271804139237 5
1 44 10 -133.271804139237 5
1 84 10 -165.271804139237 5
0 86 10 0 4
0 29 10 0 1
1 57 10 199.728195860763 5
1 41 10 -50.2718041392367 4
0 58 10 0 0
0 73 10 0 0
1 11 10 103.728195860763 1
0 90 10 0 0
0 69 10 0 1
0 87 10 0 1
1 43 10 2.72819586076332 4
1 54 10 166.728195860763 3
0 27 10 0 1
0 23 10 0 5
0 65 10 0 0
0 0 10 0 3
1 74 10 198.728195860763 5
0 24 10 0 2
1 37 10 12.7281958607633 5
0 3 10 0 4
0 10 10 0 5
0 96 10 0 1
1 48 10 -59.2718041392367 4
0 61 10 0 0
0 45 10 0 4
0 52 10 0 1
1 35 10 -236.271804139237 5
1 53 10 183.728195860763 5
0 88 10 0 1
0 51 10 0 5
0 95 10 0 5
1 59 10 -78.2718041392367 5
0 16 10 0 1
0 55 10 0 1
1 85 10 24.7281958607633 3
0 63 10 0 2
1 83 10 166.728195860763 1
1 12 10 -322.271804139237 4
1 36 10 14.7281958607633 5
0 8 10 0 4
1 33 10 -40.2718041392367 5
1 77 10 -75.2718041392367 1
0 93 10 0 4
0 82 10 0 5
0 1 10 0 5
1 56 10 -95.2718041392367 5
0 14 10 0 4
0 72 10 0 1
0 70 10 0 2
1 28 10 -274.271804139237 4
1 22 10 -181.271804139237 4
1 39 10 33.7281958607633 4
0 60 10 0 5
1 32 10 -36.2718041392367 1
0 34 10 0 1
0 15 10 0 4
1 31 10 -143.271804139237 5
0 78 10 0 5
1 47 10 1.72819586076332 1
1 75 10 199.728195860763 1
0 13 10 0 0
1 30 10 108.728195860763 4
1 26 10 -43.2718041392367 3
0 42 10 0 3
0 94 10 0 1
0 76 10 0 5
0 92 10 0 1
1 89 10 30.7281958607633 4
1 79 10 14.7281958607633 4
0 4 10 0 5
0 50 10 0 3
0 66 10 0 3
0 2 10 0 4
1 68 10 59.7281958607633 5
1 8 11 -11.2718041392367 5
1 48 11 22.7281958607633 4
1 42 11 125.728195860763 4
0 68 11 0 2
1 74 11 184.728195860763 5
0 15 11 0 3
1 36 11 7.72819586076332 5
0 26 11 0 4
0 92 11 0 3
0 76 11 0 4
0 34 11 0 3
1 44 11 -140.271804139237 2
1 25 11 289.728195860763 3
0 61 11 0 5
0 93 11 0 0
1 80 11 101.728195860763 1
0 73 11 0 2
1 91 11 -126.271804139237 4
1 59 11 183.728195860763 1
0 77 11 0 5
0 24 11 0 4
1 2 11 108.728195860763 5
0 45 11 0 3
