"cond" "Scond" "sub" "item" "lag" "resp"
0 0 23 138 0 1
0 1 35 139 -105.271804139237 1
0 0 93 139 0 0
0 1 47 139 -201.271804139237 5
0 0 82 139 0 1
0 1 7 139 -88.2718041392367 5
0 0 24 139 0 0
0 0 50 139 0 2
0 1 55 139 -47.2718041392367 5
0 0 84 139 0 2
0 1 45 139 214.728195860763 2
0 0 73 139 0 0
0 0 91 139 0 0
0 0 59 139 0 1
0 1 67 139 127.728195860763 0
0 0 20 139 0 0
0 1 12 139 203.728195860763 1
0 1 75 139 154.728195860763 5
0 0 16 139 0 1
0 0 9 139 0 0
0 0 74 139 0 2
0 0 33 139 0 0
0 0 8 139 0 1
0 0 15 139 0 1
0 0 54 139 0 0
0 0 29 139 0 0
0 0 61 139 0 0
0 0 89 139 0 2
0 0 13 139 0 0
0 0 83 139 0 0
0 1 18 139 108.728195860763 0
0 1 71 139 -58.2718041392367 5
0 0 58 139 0 1
0 0 44 139 0 1
0 1 64 139 96.7281958607633 1
0 0 92 139 0 1
0 1 65 139 100.728195860763 5
0 1 22 139 264.728195860763 5
0 1 86 139 -177.271804139237 0
0 0 70 139 0 0
0 1 43 139 83.7281958607633 2
0 0 23 139 0 0
0 1 37 139 -226.271804139237 5
0 0 38 139 0 0
0 1 66 139 -40.2718041392367 5
0 0 3 139 0 2
0 0 53 139 0 1
0 1 48 139 -244.271804139237 5
0 1 17 139 -24.2718041392367 4
0 1 68 139 179.728195860763 0
0 0 88 139 0 1
0 0 0 139 0 1
0 0 31 139 0 0
0 1 36 139 174.728195860763 1
0 0 51 139 0 1
0 0 11 139 0 2
0 0 42 139 0 1
0 1 62 139 72.7281958607633 4
0 0 41 139 0 1
0 1 5 139 203.728195860763 2
0 1 1 139 130.728195860763 5
0 1 60 139 -92.2718041392367 5
0 1 46 139 195.728195860763 1
0 1 76 139 -121.271804139237 1
0 1 63 139 -165.271804139237 2
0 0 21 139 0 0
0 0 77 139 0 0
0 0 39 139 0 5
0 0 69 139 0 0
0 0 81 139 0 0
0 1 2 139 130.728195860763 5
0 1 28 139 130.728195860763 5
0 1 19 139 53.7281958607633 0
0 1 10 139 -64.2718041392367 4
0 1 32 139 12.7281958607633 5
0 0 27 139 0 2
0 1 56 139 191.728195860763 5
0 0 4 139 0 2
0 0 94 139 0 2
0 1 79 139 -162.271804139237 5
0 0 72 139 0 0
0 1 80 139 -17.2718041392367 1
0 1 87 139 134.728195860763 2
0 1 30 139 -43.2718041392367 5
0 1 52 139 -272.271804139237 5
0 0 25 139 0 1
0 1 49 139 -229.271804139237 4
0 1 14 139 -245.271804139237 5
0 0 40 139 0 0
0 1 85 139 -184.271804139237 5
0 0 6 139 0 0
0 0 34 139 0 5
0 0 90 139 0 1
0 1 57 139 132.728195860763 5
0 0 78 139 0 0
0 1 26 139 133.728195860763 5
0 0 20 140 0 0
0 0 64 140 0 4
0 0 2 140 0 3
0 1 35 140 76.7281958607633 2
0 1 34 140 243.728195860763 4
0 0 36 140 0 1
0 0 30 140 0 1
0 0 25 140 0 1
0 0 88 140 0 0
0 0 67 140 0 0
0 0 17 140 0 1
0 1 82 140 -146.271804139237 1
0 1 69 140 113.728195860763 4
0 1 50 140 203.728195860763 2
0 0 26 140 0 1
0 1 65 140 -192.271804139237 3
0 0 54 140 0 2
0 0 76 140 0 1
0 0 90 140 0 1
0 1 39 140 -19.2718041392367 0
0 0 32 140 0 0
0 1 57 140 -176.271804139237 4
0 1 84 140 101.728195860763 3
0 1 53 140 270.728195860763 5
0 1 28 140 106.728195860763 3
0 1 19 140 88.7281958607633 5
0 1 63 140 -189.271804139237 1
0 1 56 140 285.728195860763 5
0 0 70 140 0 5
0 0 1 140 0 5
0 0 83 140 0 3
0 0 10 140 0 5
0 1 45 140 -71.2718041392367 1
0 0 0 140 0 2
0 0 41 140 0 2
0 0 74 140 0 2
0 0 85 140 0 0
0 1 93 140 -5.27180413923668 5
0 1 18 140 57.7281958607633 4
0 0 86 140 0 4
0 0 89 140 0 1
0 0 3 140 0 1
0 1 77 140 -139.271804139237 1
0 1 94 140 -86.2718041392367 4
0 1 14 140 -73.2718041392367 2
0 0 80 140 0 2
0 0 22 140 0 3
0 0 81 140 0 0
0 0 15 140 0 1
0 0 62 140 0 4
0 0 27 140 0 4
0 0 48 140 0 0
0 0 29 140 0 2
0 1 16 140 106.728195860763 2
0 0 24 140 0 1
0 0 4 140 0 1
0 1 8 140 21.7281958607633 5
0 1 78 140 163.728195860763 1
0 0 21 140 0 1
0 0 68 140 0 0
0 1 66 140 -32.2718041392367 5
0 0 59 140 0 2
0 1 51 140 41.7281958607633 5
0 0 23 140 0 0
0 1 6 140 120.728195860763 1
0 0 91 140 0 2
0 1 55 140 -300.271804139237 4
0 0 47 140 0 4
0 1 42 140 166.728195860763 5
0 1 38 140 -36.2718041392367 2
0 0 60 140 0 0
0 0 40 140 0 2
0 0 12 140 0 3
0 1 79 140 152.728195860763 3
0 0 33 140 0 3
0 0 73 140 0 0
0 0 9 140 0 0
0 1 37 140 -303.271804139237 5
0 1 71 140 94.7281958607633 2
0 0 5 140 0 1
0 0 43 140 0 2
0 0 87 140 0 1
0 0 75 140 0 0
0 0 58 140 0 1
0 0 52 140 0 2
0 0 61 140 0 3
0 1 49 140 -127.271804139237 3
0 1 92 140 -36.2718041392367 4
0 1 11 140 129.728195860763 2
0 1 46 140 -208.271804139237 4
0 1 72 140 -131.271804139237 5
0 0 13 140 0 1
0 0 7 140 0 3
0 1 31 140 -160.271804139237 0
0 0 44 140 0 1
0 0 25 141 0 3
0 0 66 141 0 0
0 0 48 141 0 0
0 0 87 141 0 2
0 0 8 141 0 5
0 1 12 141 155.728195860763 3
0 1 93 141 -145.271804139237 1
0 1 45 141 -161.271804139237 4
0 0 65 141 0 3
0 0 44 141 0 4
0 0 61 141 0 1
0 1 71 141 38.7281958607633 1
0 0 36 141 0 4
0 0 11 141 0 1
0 1 30 141 89.7281958607633 4
0 0 89 141 0 5
0 0 16 141 0 3
0 0 23 141 0 1
0 0 3 141 0 0
0 1 42 141 19.7281958607633 1
0 1 59 141 -233.271804139237 1
0 0 62 141 0 1
0 0 57 141 0 1
0 1 88 141 -15.2718041392367 1
0 1 90 141 -16.2718041392367 1
0 0 24 141 0 2
0 0 76 141 0 1
0 1 43 141 276.728195860763 4
0 1 91 141 -300.271804139237 2
0 0 22 141 0 0
0 1 1 141 -126.271804139237 5
0 0 70 141 0 0
0 0 82 141 0 2
0 1 6 141 -74.2718041392367 2
0 1 47 141 -247.271804139237 1
0 1 64 141 -14.2718041392367 5
0 1 67 141 77.7281958607633 5
0 0 49 141 0 4
0 0 28 141 0 2
0 1 69 141 243.728195860763 1
0 0 37 141 0 1
0 1 9 141 129.728195860763 1
0 1 55 141 186.728195860763 5
0 1 18 141 -202.271804139237 5
0 1 38 141 152.728195860763 1
0 1 79 141 -91.2718041392367 2
0 1 41 141 257.728195860763 3
0 1 84 141 -213.271804139237 2
0 1 40 141 -66.2718041392367 2
0 1 73 141 -163.271804139237 0
0 1 35 141 197.728195860763 4
0 1 72 141 187.728195860763 5
0 0 34 141 0 2
0 0 58 141 0 3
0 1 29 141 159.728195860763 5
0 1 26 141 43.7281958607633 3
0 0 86 141 0 4
0 1 21 141 139.728195860763 5
0 1 46 141 95.7281958607633 4
0 0 15 141 0 1
0 0 74 141 0 1
0 0 83 141 0 4
0 1 2 141 -126.271804139237 1
0 0 78 141 0 2
0 1 75 141 -10.2718041392367 0
0 0 50 141 0 4
0 0 32 141 0 4
0 0 4 141 0 1
0 1 0 141 50.7281958607633 2
0 0 68 141 0 2
0 0 80 141 0 3
0 1 56 141 136.728195860763 4
0 1 60 141 -109.271804139237 5
0 0 52 141 0 1
0 1 81 141 226.728195860763 2
0 0 92 141 0 0
0 1 33 141 -33.2718041392367 5
0 1 94 141 -129.271804139237 4
0 0 39 141 0 0
0 0 53 141 0 4
0 0 5 141 0 1
0 1 77 141 -75.2718041392367 4
0 1 51 141 115.728195860763 4
0 1 27 141 45.7281958607633 3
0 1 14 141 -78.2718041392367 0
0 1 31 141 177.728195860763 1
0 1 13 141 -20.2718041392367 5
0 1 7 141 104.728195860763 3
0 0 17 141 0 1
0 0 10 141 0 3
0 1 19 141 -243.271804139237 3
0 1 85 141 319.728195860763 1
0 0 20 141 0 1
0 1 63 141 31.7281958607633 3
0 1 54 141 93.7281958607633 4
0 1 79 142 -65.2718041392367 5
0 1 55 142 160.728195860763 5
0 1 39 142 -228.271804139237 4
0 1 18 142 -41.2718041392367 1
0 1 81 142 -205.271804139237 5
0 1 42 142 -80.2718041392367 5
0 0 1 142 0 2
0 1 69 142 158.728195860763 4
0 0 71 142 0 2
0 0 45 142 0 4
0 0 34 142 0 3
0 1 5 142 82.7281958607633 1
0 1 58 142 102.728195860763 4
0 1 90 142 -152.271804139237 0
0 0 30 142 0 0
0 1 28 142 170.728195860763 1
0 0 31 142 0 1
0 0 37 142 0 1
0 0 6 142 0 0
0 0 33 142 0 0
0 1 15 142 -204.271804139237 1
0 0 94 142 0 1
0 0 60 142 0 0
0 0 61 142 0 1
0 0 65 142 0 3
0 0 84 142 0 2
0 0 8 142 0 1
0 0 82 142 0 1
0 0 51 142 0 0
0 1 91 142 -148.271804139237 3
0 1 57 142 52.7281958607633 1
0 1 16 142 78.7281958607633 0
0 0 64 142 0 2
0 1 83 142 143.728195860763 5
0 0 0 142 0 2
0 1 54 142 111.728195860763 5
0 0 68 142 0 0
0 1 47 142 144.728195860763 1
0 0 53 142 0 1
0 0 63 142 0 4
0 0 19 142 0 0
0 0 2 142 0 0
0 1 48 142 -122.271804139237 0
0 1 85 142 93.7281958607633 1
0 1 7 142 186.728195860763 5
0 1 9 142 -99.2718041392367 2
0 0 36 142 0 1
0 0 62 142 0 3
0 1 92 142 -51.2718041392367 5
0 1 56 142 -18.2718041392367 5
0 1 67 142 293.728195860763 3
0 1 38 142 6.72819586076332 4
0 1 78 142 -66.2718041392367 3
0 0 77 142 0 0
0 0 20 142 0 0
0 0 70 142 0 0
0 0 21 142 0 2
0 0 11 142 0 1
0 0 13 142 0 0
0 0 89 142 0 1
0 0 50 142 0 2
0 0 75 142 0 4
0 0 40 142 0 1
0 0 46 142 0 0
0 1 73 142 199.728195860763 4
0 1 76 142 204.728195860763 3
0 1 12 142 291.728195860763 4
0 1 24 142 -138.271804139237 0
0 0 29 142 0 1
0 1 23 142 155.728195860763 5
0 1 35 142 -91.2718041392367 5
0 1 25 142 -141.271804139237 2
0 1 4 142 194.728195860763 4
0 1 44 142 191.728195860763 4
0 1 52 142 -123.271804139237 5
0 1 32 142 93.7281958607633 0
0 0 14 142 0 1
0 0 87 142 0 1
0 0 41 142 0 2
0 1 17 142 101.728195860763 1
0 1 72 142 1.72819586076332 0
0 0 74 142 0 5
0 0 86 142 0 0
0 0 43 142 0 1
0 1 80 142 142.728195860763 2
0 0 59 142 0 0
0 1 26 142 41.7281958607633 4
0 0 88 142 0 1
0 1 22 142 -129.271804139237 5
0 1 3 142 194.728195860763 2
0 0 49 142 0 1
0 0 66 142 0 4
0 1 93 142 -129.271804139237 5
0 1 10 142 52.7281958607633 2
0 1 53 143 136.728195860763 4
0 0 88 143 0 1
0 1 71 143 -238.271804139237 5
0 0 39 143 0 0
0 1 20 143 -236.271804139237 4
0 1 50 143 -157.271804139237 5
0 1 54 143 -137.271804139237 3
0 0 11 143 0 5
0 0 46 143 0 2
0 1 70 143 -101.271804139237 5
0 1 33 143 240.728195860763 4
0 0 16 143 0 3
0 0 79 143 0 4
0 0 89 143 0 4
0 1 78 143 -292.271804139237 5
0 0 7 143 0 1
0 1 26 143 91.7281958607633 4
0 0 85 143 0 0
0 0 30 143 0 0
0 1 28 143 -254.271804139237 5
0 0 40 143 0 1
0 0 73 143 0 0
0 1 62 143 18.7281958607633 4
0 1 92 143 301.728195860763 0
0 0 51 143 0 2
0 0 56 143 0 0
0 0 36 143 0 5
0 0 13 143 0 1
0 1 19 143 -71.2718041392367 4
0 1 76 143 265.728195860763 4
0 1 18 143 130.728195860763 1
0 0 68 143 0 2
0 0 74 143 0 5
0 1 2 143 17.7281958607633 5
0 0 25 143 0 1
0 1 41 143 211.728195860763 5
0 1 84 143 179.728195860763 3
0 0 45 143 0 2
0 1 14 143 133.728195860763 2
0 1 35 143 -4.27180413923668 5
0 1 93 143 139.728195860763 5
0 0 47 143 0 4
0 0 12 143 0 1
0 1 83 143 -49.2718041392367 1
0 1 38 143 -148.271804139237 1
0 1 61 143 145.728195860763 4
0 0 80 143 0 2
0 1 1 143 17.7281958607633 5
0 1 3 143 -5.27180413923668 5
0 1 65 143 -53.2718041392367 5
0 1 22 143 124.728195860763 0
0 1 10 143 49.7281958607633 4
0 1 4 143 -5.27180413923668 5
0 0 82 143 0 2
0 0 8 143 0 5
0 0 34 143 0 1
0 0 43 143 0 2
0 1 44 143 308.728195860763 1
0 0 67 143 0 0
0 0 37 143 0 1
0 1 6 143 -232.271804139237 5
0 0 9 143 0 5
0 0 86 143 0 4
0 0 63 143 0 3
0 0 23 143 0 2
0 0 27 143 0 3
0 0 32 143 0 2
0 1 57 143 46.7281958607633 3
0 1 0 143 -271.271804139237 5
0 0 81 143 0 0
0 1 55 143 32.7281958607633 3
0 1 87 143 -30.2718041392367 1
0 0 64 143 0 1
0 0 60 143 0 0
0 0 52 143 0 2
0 0 77 143 0 2
0 0 5 143 0 0
0 1 75 143 192.728195860763 5
0 1 90 143 319.728195860763 4
0 1 24 143 -100.271804139237 5
0 0 72 143 0 0
0 0 17 143 0 2
0 0 21 143 0 0
0 1 58 143 -41.2718041392367 3
0 1 29 143 128.728195860763 4
0 0 69 143 0 2
0 0 91 143 0 1
0 0 48 143 0 0
0 1 59 143 -68.2718041392367 1
0 0 31 143 0 0
0 0 49 143 0 1
0 1 66 143 123.728195860763 1
0 0 94 143 0 1
0 1 42 143 -213.271804139237 5
0 0 15 143 0 1
0 1 5 144 143.728195860763 5
0 1 52 144 -2.27180413923668 5
0 1 33 144 -117.271804139237 5
0 1 55 144 -180.271804139237 5
0 0 58 144 0 0
0 0 22 144 0 0
0 0 53 144 0 2
0 1 21 144 -98.2718041392367 5
0 1 0 144 -188.271804139237 5
0 0 66 144 0 0
0 1 77 144 65.7281958607633 1
0 0 15 144 0 3
0 0 36 144 0 1
0 0 61 144 0 2
0 1 47 144 50.7281958607633 3
0 1 41 144 97.7281958607633 5
0 1 17 144 357.728195860763 5
0 1 45 144 102.728195860763 2
0 1 87 144 39.7281958607633 1
0 0 76 144 0 5
0 0 91 144 0 2
0 1 94 144 216.728195860763 1
0 0 38 144 0 2
0 1 81 144 -174.271804139237 5
0 1 63 144 -84.2718041392367 3
0 0 16 144 0 3
0 0 18 144 0 2
0 0 14 144 0 1
0 0 73 144 0 0
0 1 93 144 183.728195860763 1
0 0 13 144 0 0
0 1 31 144 -30.2718041392367 1
0 1 65 144 107.728195860763 5
0 1 86 144 80.7281958607633 1
0 0 74 144 0 2
0 0 29 144 0 1
0 1 35 144 -273.271804139237 5
0 0 8 144 0 4
0 0 49 144 0 0
0 1 67 144 -59.2718041392367 5
0 1 43 144 3.72819586076332 1
0 1 80 144 -20.2718041392367 5
0 1 57 144 -26.2718041392367 4
0 1 19 144 -69.2718041392367 5
0 0 11 144 0 5
0 0 27 144 0 2
0 1 2 144 -186.271804139237 5
0 0 78 144 0 2
0 0 71 144 0 1
0 1 1 144 -186.271804139237 5
0 1 26 144 -236.271804139237 1
0 1 25 144 -160.271804139237 2
0 0 30 144 0 5
0 0 69 144 0 1
0 0 3 144 0 2
0 0 82 144 0 0
0 0 42 144 0 1
0 1 7 144 -96.2718041392367 5
0 1 60 144 -43.2718041392367 0
0 0 54 144 0 2
0 0 4 144 0 1
0 0 90 144 0 0
0 1 79 144 -295.271804139237 5
0 1 70 144 -20.2718041392367 5
0 1 56 144 67.7281958607633 5
0 0 40 144 0 1
0 1 83 144 128.728195860763 5
0 0 34 144 0 0
0 1 28 144 30.7281958607633 4
0 1 48 144 108.728195860763 0
0 0 84 144 0 2
0 0 37 144 0 1
0 0 85 144 0 1
0 1 9 144 -167.271804139237 4
0 0 68 144 0 2
0 1 44 144 11.7281958607633 3
0 1 92 144 -81.2718041392367 2
0 0 12 144 0 1
0 0 39 144 0 0
0 1 46 144 -100.271804139237 3
0 1 20 144 -53.2718041392367 5
0 1 23 144 -145.271804139237 5
0 1 10 144 229.728195860763 5
0 0 24 144 0 4
0 0 51 144 0 0
0 1 72 144 -99.2718041392367 5
0 1 50 144 18.7281958607633 3
0 0 32 144 0 4
0 1 88 144 20.7281958607633 1
0 1 89 144 299.728195860763 0
0 1 75 144 105.728195860763 5
0 1 64 144 252.728195860763 5
0 1 6 144 -63.2718041392367 1
0 0 62 144 0 2
0 0 59 144 0 2
0 1 93 145 -110.271804139237 0
0 0 51 145 0 2
0 0 14 145 0 2
0 0 74 145 0 1
0 1 89 145 -44.2718041392367 5
0 0 72 145 0 0
0 0 1 145 0 5
0 1 17 145 289.728195860763 4
0 0 67 145 0 0
0 1 7 145 -123.271804139237 3
0 1 9 145 -97.2718041392367 2
0 1 62 145 143.728195860763 1
0 0 19 145 0 2
0 0 53 145 0 1
0 0 20 145 0 0
0 0 54 145 0 1
0 0 0 145 0 2
0 0 88 145 0 1
0 0 82 145 0 4
0 0 41 145 0 0
0 0 6 145 0 1
0 1 64 145 108.728195860763 5
0 0 28 145 0 0
0 1 26 145 -158.271804139237 4
0 1 69 145 157.728195860763 4
0 0 45 145 0 0
0 1 18 145 -78.2718041392367 5
0 1 38 145 -102.271804139237 3
0 0 2 145 0 1
0 0 43 145 0 0
0 0 29 145 0 1
0 0 27 145 0 5
0 1 65 145 162.728195860763 4
0 1 31 145 -209.271804139237 1
0 0 34 145 0 4
0 1 5 145 -115.271804139237 5
0 0 75 145 0 0
0 0 60 145 0 0
0 0 22 145 0 0
0 1 55 145 -163.271804139237 5
0 0 21 145 0 1
0 0 77 145 0 0
0 0 63 145 0 3
0 0 71 145 0 3
0 0 24 145 0 0
0 0 86 145 0 5
0 1 87 145 177.728195860763 4
0 0 70 145 0 0
0 0 66 145 0 5
0 1 50 145 115.728195860763 1
0 0 73 145 0 0
0 0 79 145 0 0
0 1 39 145 -53.2718041392367 5
0 1 32 145 -93.2718041392367 5
0 0 58 145 0 2
0 1 57 145 -101.271804139237 1
0 1 91 145 25.7281958607633 4
0 0 49 145 0 4
0 0 78 145 0 0
0 0 40 145 0 0
0 0 81 145 0 0
0 1 92 145 -0.271804139236679 0
0 1 11 145 -7.27180413923668 4
0 0 76 145 0 0
0 0 85 145 0 0
0 1 12 145 -107.271804139237 5
0 1 44 145 -214.271804139237 1
0 1 46 145 252.728195860763 5
0 0 83 145 0 5
0 0 3 145 0 5
0 1 13 145 -119.271804139237 4
0 1 10 145 168.728195860763 3
0 0 36 145 0 5
0 0 42 145 0 2
0 0 4 145 0 3
0 1 80 145 71.7281958607633 3
0 0 48 145 0 0
0 0 56 145 0 0
0 0 15 145 0 1
0 1 52 145 -187.271804139237 5
0 1 30 145 -2.27180413923668 5
0 0 35 145 0 2
0 0 68 145 0 0
0 1 47 145 233.728195860763 3
0 1 16 145 -96.2718041392367 5
0 1 94 145 228.728195860763 4
0 1 61 145 127.728195860763 4
0 0 23 145 0 5
0 0 90 145 0 3
0 0 33 145 0 1
0 1 84 145 52.7281958607633 4
0 0 25 145 0 1
0 0 8 145 0 3
0 1 37 145 276.728195860763 5
0 1 59 145 116.728195860763 1
0 1 5 146 59.7281958607633 1
0 1 44 146 81.7281958607633 2
0 0 78 146 0 1
0 1 73 146 -146.271804139237 3
0 0 59 146 0 1
0 0 51 146 0 1
0 0 10 146 0 5
0 1 49 146 16.7281958607633 3
0 1 16 146 -210.271804139237 3
0 0 92 146 0 0
0 1 81 146 23.7281958607633 5
0 0 7 146 0 4
0 1 29 146 -120.271804139237 5
0 1 58 146 -130.271804139237 4
0 0 36 146 0 1
0 0 38 146 0 1
0 1 32 146 24.7281958607633 5
0 1 8 146 2.72819586076332 3
0 1 39 146 -18.2718041392367 0
0 0 25 146 0 2
0 0 12 146 0 2
0 1 26 146 -9.27180413923668 3
0 1 76 146 230.728195860763 2
0 1 52 146 298.728195860763 5
0 1 33 146 -144.271804139237 4
0 1 93 146 275.728195860763 0
0 1 61 146 -21.2718041392367 1
0 0 42 146 0 2
0 1 30 146 38.7281958607633 4
0 0 11 146 0 4
0 0 1 146 0 5
0 0 68 146 0 0
0 0 72 146 0 0
0 1 46 146 -209.271804139237 3
0 0 75 146 0 1
0 1 55 146 -257.271804139237 5
0 0 24 146 0 2
0 0 77 146 0 0
0 0 62 146 0 2
0 1 21 146 -152.271804139237 4
0 0 90 146 0 1
0 1 48 146 242.728195860763 2
0 0 41 146 0 1
0 1 74 146 -324.271804139237 4
0 1 85 146 -191.271804139237 1
0 0 56 146 0 0
0 0 9 146 0 2
0 1 91 146 -4.27180413923668 1
0 1 86 146 -141.271804139237 0
0 0 28 146 0 3
0 0 64 146 0 1
0 1 79 146 140.728195860763 5
0 0 84 146 0 1
0 0 67 146 0 0
0 0 82 146 0 2
0 1 6 146 -328.271804139237 5
0 1 60 146 210.728195860763 0
0 1 87 146 -169.271804139237 1
0 1 23 146 192.728195860763 1
0 1 88 146 -317.271804139237 3
0 1 19 146 -49.2718041392367 2
0 0 18 146 0 1
0 0 40 146 0 1
0 0 20 146 0 0
0 1 34 146 5.72819586076332 3
0 0 14 146 0 3
0 1 45 146 176.728195860763 3
0 0 22 146 0 0
0 0 47 146 0 1
0 0 80 146 0 3
0 0 69 146 0 1
0 1 27 146 -129.271804139237 4
0 0 4 146 0 4
0 1 83 146 -287.271804139237 2
0 0 71 146 0 1
0 1 17 146 64.7281958607633 3
0 0 57 146 0 3
0 1 13 146 -88.2718041392367 5
0 0 54 146 0 1
0 0 89 146 0 4
0 0 31 146 0 1
0 0 94 146 0 1
0 1 0 146 -194.271804139237 3
0 1 15 146 -42.2718041392367 5
0 1 63 146 -305.271804139237 2
0 1 43 146 101.728195860763 4
0 1 53 146 242.728195860763 4
0 1 65 146 7.72819586076332 5
0 0 2 146 0 0
0 0 3 146 0 2
0 0 35 146 0 2
0 0 70 146 0 0
0 1 37 146 225.728195860763 3
0 1 66 146 -189.271804139237 5
0 1 50 146 -107.271804139237 3
0 0 20 147 0 0
0 0 85 147 0 3
0 0 94 147 0 1
0 1 72 147 133.728195860763 0
0 0 5 147 0 2
0 1 11 147 -302.271804139237 5
0 0 84 147 0 2
0 0 60 147 0 1
0 0 81 147 0 2
0 0 47 147 0 2
0 1 44 147 -177.271804139237 4
0 0 38 147 0 2
0 1 56 147 41.7281958607633 0
0 0 46 147 0 1
0 1 43 147 -194.271804139237 2
0 1 61 147 162.728195860763 3
0 0 48 147 0 0
0 1 49 147 290.728195860763 4
0 0 63 147 0 4
0 1 59 147 61.7281958607633 3
0 1 79 147 -124.271804139237 0
0 1 40 147 -51.2718041392367 3
0 1 25 147 143.728195860763 3
0 1 17 147 222.728195860763 3
0 0 16 147 0 1
0 1 45 147 92.7281958607633 2
0 1 8 147 122.728195860763 4
0 1 15 147 -147.271804139237 1
0 0 13 147 0 4
0 1 4 147 -150.271804139237 1
0 1 32 147 -63.2718041392367 1
0 0 0 147 0 2
0 0 39 147 0 0
0 0 62 147 0 2
0 0 52 147 0 1
0 1 30 147 219.728195860763 5
0 1 41 147 -82.2718041392367 1
0 1 68 147 0.728195860763321 1
0 0 53 147 0 4
0 1 82 147 53.7281958607633 1
0 0 91 147 0 3
0 0 2 147 0 1
0 1 36 147 -1.27180413923668 3
0 0 27 147 0 3
0 0 31 147 0 1
0 1 12 147 87.7281958607633 2
0 0 34 147 0 2
0 1 90 147 296.728195860763 1
0 1 14 147 166.728195860763 1
0 0 29 147 0 1
0 1 77 147 -45.2718041392367 3
0 0 57 147 0 1
0 1 22 147 -224.271804139237 1
0 0 51 147 0 2
0 1 35 147 69.7281958607633 4
0 0 76 147 0 2
0 1 7 147 35.7281958607633 2
0 1 9 147 194.728195860763 3
0 1 69 147 -91.2718041392367 2
0 0 33 147 0 2
0 1 64 147 19.7281958607633 4
0 1 6 147 270.728195860763 2
0 1 78 147 -126.271804139237 1
0 0 37 147 0 1
0 1 70 147 226.728195860763 1
0 0 80 147 0 2
0 0 18 147 0 2
0 0 42 147 0 1
0 1 3 147 -150.271804139237 4
0 1 24 147 63.7281958607633 1
0 1 89 147 -129.271804139237 1
0 0 65 147 0 2
0 0 19 147 0 1
0 1 74 147 -84.2718041392367 2
0 1 54 147 -257.271804139237 2
0 0 58 147 0 4
0 1 87 147 -216.271804139237 3
0 0 71 147 0 0
0 0 67 147 0 0
0 1 55 147 -100.271804139237 0
0 0 75 147 0 2
0 0 92 147 0 1
0 0 83 147 0 3
0 0 73 147 0 0
0 0 21 147 0 0
0 1 86 147 62.7281958607633 2
0 1 93 147 157.728195860763 0
0 1 28 147 -114.271804139237 2
0 0 1 147 0 4
0 1 26 147 70.7281958607633 3
0 0 50 147 0 1
0 0 10 147 0 4
0 0 23 147 0 2
0 0 88 147 0 1
0 0 66 147 0 1
0 0 36 148 0 0
0 1 16 148 -116.271804139237 5
0 0 74 148 0 1
0 1 7 148 158.728195860763 5
0 1 44 148 106.728195860763 4
0 1 54 148 131.728195860763 1
0 1 75 148 249.728195860763 0
0 1 80 148 -346.271804139237 5
0 0 9 148 0 0
0 1 17 148 50.7281958607633 1
0 1 4 148 -224.271804139237 4
0 0 5 148 0 0
0 0 35 148 0 3
0 0 50 148 0 2
0 0 26 148 0 2
0 0 73 148 0 0
0 1 25 148 125.728195860763 5
0 0 49 148 0 1
0 1 57 148 -157.271804139237 5
0 1 1 148 -116.271804139237 0
0 1 43 148 -119.271804139237 5
0 0 81 148 0 0
0 0 40 148 0 4
0 1 59 148 126.728195860763 5
0 1 38 148 -118.271804139237 2
0 0 58 148 0 1
0 1 42 148 181.728195860763 5
0 0 91 148 0 1
0 1 19 148 87.7281958607633 5
0 1 11 148 -0.271804139236679 1
0 0 86 148 0 1
0 1 68 148 -58.2718041392367 0
0 1 18 148 -31.2718041392367 5
0 0 89 148 0 0
0 1 61 148 -210.271804139237 4
0 1 70 148 264.728195860763 3
0 0 52 148 0 0
0 1 41 148 -17.2718041392367 4
0 0 65 148 0 2
0 0 34 148 0 0
0 1 8 148 -31.2718041392367 5
0 0 79 148 0 1
0 1 88 148 -47.2718041392367 5
0 1 13 148 56.7281958607633 1
0 0 0 148 0 1
0 1 2 148 -116.271804139237 4
0 0 45 148 0 2
0 1 37 148 138.728195860763 1
0 1 78 148 42.7281958607633 1
0 1 60 148 140.728195860763 0
0 1 10 148 -34.2718041392367 2
0 1 3 148 -224.271804139237 2
0 1 24 148 269.728195860763 4
0 1 71 148 -22.2718041392367 4
0 1 55 148 -122.271804139237 5
0 1 12 148 -145.271804139237 1
0 0 21 148 0 0
0 0 69 148 0 3
0 1 51 148 192.728195860763 2
0 0 93 148 0 2
0 1 85 148 337.728195860763 5
0 1 48 148 155.728195860763 5
0 0 56 148 0 0
0 1 72 148 -55.2718041392367 5
0 1 15 148 217.728195860763 1
0 0 83 148 0 2
0 1 23 148 215.728195860763 5
0 0 32 148 0 4
0 0 33 148 0 0
0 1 47 148 253.728195860763 2
0 1 14 148 -254.271804139237 0
0 0 62 148 0 3
0 0 77 148 0 2
0 1 29 148 -124.271804139237 5
0 1 90 148 11.7281958607633 3
0 0 94 148 0 1
0 1 28 148 -112.271804139237 5
0 0 20 148 0 0
0 1 92 148 -69.2718041392367 3
0 1 39 148 -288.271804139237 4
0 0 66 148 0 1
0 1 6 148 -82.2718041392367 2
0 1 82 148 -166.271804139237 5
0 0 30 148 0 1
0 0 27 148 0 3
